"Age","Gender","Education","Country","Ethnicity","Nscore2","Escore2","Cscore2","Alcohol2","Cannabis2","Nicotine2","Opioid","Ascore2","Oscore2"
"35-44","Male","Some college or university, no certificate or degree","USA","White",46,29,42,"Used","Used","Used","Never Used",33,40
"25-34","Male","Some college or university, no certificate or degree","Other","White",54,27,35,"Used","Used","Used","Never Used",52,47
"25-34","Female","Doctorate degree","UK","White",23,45,40,"Used","Never Used","Never Used","Never Used",57,46
"25-34","Female","University degree","UK","White",43,38,39,"Used","Used","Used","Never Used",46,44
"25-34","Female","University degree","UK","White",31,45,49,"Used","Never Used","Never Used","Never Used",52,39
"45-54","Male","Masters degree","UK","White",27,38,39,"Used","Used","Used","Never Used",41,46
"35-44","Male","Professional certificate/ diploma","UK","White",31,44,37,"Used","Used","Used","Never Used",42,45
"18-24","Male","Some college or university, no certificate or degree","USA","White",37,27,39,"Used","Used","Never Used","Used",45,43
"55-64","Male","Doctorate degree","UK","White",25,40,49,"Used","Used","Used","Never Used",35,51
"45-54","Female","University degree","UK","White",42,36,45,"Used","Never Used","Used","Never Used",42,51
"25-34","Female","Masters degree","USA","White",21,45,42,"Used","Used","Used","Used",42,51
"18-24","Male","Some college or university, no certificate or degree","USA","White",49,33,27,"Used","Used","Used","Never Used",31,58
"25-34","Female","Professional certificate/ diploma","UK","White",30,43,48,"Used","Never Used","Never Used","Never Used",45,32
"18-24","Male","Some college or university, no certificate or degree","USA","White",32,35,33,"Used","Used","Used","Never Used",45,42
"18-24","Male","Left school at 18 years","Canada","White",40,41,35,"Used","Used","Used","Used",37,46
"55-64","Male","Some college or university, no certificate or degree","UK","White",42,27,28,"Used","Used","Used","Used",38,38
"18-24","Male","University degree","UK","White",27,42,53,"Used","Never Used","Never Used","Never Used",39,36
"18-24","Female","Professional certificate/ diploma","UK","White",31,45,41,"Used","Used","Used","Never Used",49,42
"35-44","Female","University degree","UK","White",31,46,49,"Used","Used","Used","Never Used",45,40
"45-54","Female","University degree","UK","White",26,48,41,"Used","Never Used","Never Used","Never Used",49,40
"35-44","Female","Left school at 18 years","UK","White",28,34,44,"Used","Never Used","Used","Never Used",37,51
"25-34","Female","University degree","UK","White",36,51,41,"Used","Used","Used","Never Used",44,50
"35-44","Female","Masters degree","UK","White",28,44,44,"Used","Used","Used","Used",36,40
"35-44","Female","Doctorate degree","UK","Other",17,51,56,"Used","Used","Used","Never Used",47,46
"45-54","Female","Left school at 16 years","UK","White",35,38,51,"Used","Never Used","Never Used","Never Used",51,34
"45-54","Male","Professional certificate/ diploma","UK","White",48,43,48,"Used","Used","Never Used","Never Used",38,50
"45-54","Male","Masters degree","UK","White",34,45,35,"Used","Used","Used","Never Used",38,42
"35-44","Female","Masters degree","UK","Other",40,34,46,"Used","Used","Used","Never Used",48,53
"45-54","Male","Professional certificate/ diploma","UK","White",25,42,43,"Used","Never Used","Used","Never Used",37,43
"25-34","Female","University degree","UK","White",36,37,31,"Used","Used","Never Used","Never Used",49,46
"25-34","Female","University degree","UK","White",40,47,50,"Never Used","Never Used","Never Used","Never Used",57,38
"25-34","Female","Left school at 18 years","UK","White",31,41,49,"Used","Used","Used","Never Used",47,28
"45-54","Male","University degree","UK","White",35,47,53,"Used","Used","Never Used","Never Used",49,51
"55-64","Male","Professional certificate/ diploma","UK","White",19,39,45,"Used","Never Used","Used","Never Used",47,36
"45-54","Female","Professional certificate/ diploma","UK","White",24,41,46,"Used","Used","Used","Never Used",45,42
"25-34","Female","Left school at 16 years","UK","White",25,31,46,"Used","Never Used","Never Used","Never Used",54,30
"25-34","Female","Masters degree","UK","White",37,42,38,"Used","Used","Used","Never Used",38,50
"18-24","Female","Left school at 16 years","UK","White",21,42,47,"Used","Never Used","Used","Never Used",54,33
"45-54","Male","Masters degree","UK","White",28,33,39,"Used","Used","Used","Never Used",40,43
"18-24","Male","Some college or university, no certificate or degree","Other","White",18,46,52,"Used","Used","Used","Never Used",44,46
"25-34","Female","Some college or university, no certificate or degree","UK","White",42,30,36,"Used","Used","Used","Never Used",43,41
"45-54","Male","Masters degree","UK","White",32,38,43,"Used","Used","Used","Never Used",42,48
"25-34","Male","Professional certificate/ diploma","UK","White",40,34,50,"Used","Used","Used","Used",35,40
"45-54","Male","Professional certificate/ diploma","UK","White",27,38,43,"Used","Never Used","Never Used","Never Used",43,35
"45-54","Female","Professional certificate/ diploma","UK","White",26,45,51,"Used","Never Used","Used","Never Used",49,42
"25-34","Female","Masters degree","UK","White",16,42,54,"Used","Used","Never Used","Never Used",55,30
"35-44","Male","Professional certificate/ diploma","UK","White",23,46,44,"Used","Never Used","Never Used","Never Used",51,48
"45-54","Male","Professional certificate/ diploma","UK","White",24,38,42,"Used","Never Used","Never Used","Never Used",46,45
"55-64","Female","Left school before 16 years","UK","White",34,41,46,"Used","Never Used","Never Used","Never Used",49,41
"25-34","Female","Professional certificate/ diploma","UK","White",38,40,42,"Used","Used","Used","Never Used",45,43
"45-54","Female","University degree","UK","White",27,42,49,"Used","Never Used","Never Used","Never Used",42,42
"25-34","Female","University degree","USA","White",50,44,42,"Used","Used","Used","Never Used",32,52
"35-44","Male","University degree","UK","White",22,45,38,"Used","Used","Used","Never Used",39,53
"35-44","Female","Masters degree","UK","White",30,43,48,"Used","Never Used","Never Used","Never Used",41,42
"55-64","Female","Some college or university, no certificate or degree","UK","White",31,33,42,"Used","Never Used","Used","Never Used",46,36
"25-34","Female","Left school at 16 years","UK","White",20,46,55,"Used","Never Used","Used","Never Used",56,39
"35-44","Female","Masters degree","UK","Black",33,36,43,"Never Used","Never Used","Never Used","Never Used",44,42
"45-54","Female","Some college or university, no certificate or degree","UK","White",37,45,41,"Used","Never Used","Used","Never Used",52,49
"18-24","Male","University degree","USA","White",49,35,36,"Used","Used","Used","Used",60,60
"25-34","Female","Left school at 17 years","USA","White",58,37,26,"Used","Used","Used","Used",30,43
"45-54","Male","Left school at 16 years","UK","White",33,43,45,"Used","Never Used","Used","Never Used",39,40
"25-34","Female","University degree","USA","White",54,44,37,"Used","Used","Used","Never Used",36,55
"25-34","Male","University degree","UK","White",29,46,49,"Used","Never Used","Used","Never Used",55,41
"25-34","Female","Professional certificate/ diploma","UK","White",34,50,39,"Used","Used","Used","Used",44,46
"18-24","Male","Some college or university, no certificate or degree","USA","White",26,41,30,"Used","Used","Used","Used",27,49
"18-24","Female","Left school at 18 years","USA","White",46,49,49,"Used","Used","Used","Used",40,59
"18-24","Male","Left school at 18 years","USA","White",43,40,29,"Used","Used","Used","Used",47,55
"35-44","Male","Professional certificate/ diploma","UK","White",46,37,47,"Used","Never Used","Used","Never Used",41,29
"45-54","Male","Masters degree","Australia","White",27,37,49,"Used","Used","Used","Never Used",38,47
"35-44","Male","Masters degree","Other","White",33,27,44,"Used","Used","Used","Never Used",41,46
"45-54","Female","Professional certificate/ diploma","UK","White",30,42,48,"Used","Used","Used","Used",34,47
"35-44","Female","Professional certificate/ diploma","UK","White",33,36,47,"Used","Used","Used","Never Used",41,45
"18-24","Male","Some college or university, no certificate or degree","USA","White",41,32,31,"Used","Used","Used","Never Used",28,46
"18-24","Female","University degree","Other","White",28,32,57,"Used","Used","Used","Used",45,57
"35-44","Male","Left school at 16 years","UK","White",45,38,35,"Used","Used","Used","Used",45,47
"25-34","Female","Some college or university, no certificate or degree","USA","White",41,52,48,"Used","Used","Used","Used",41,55
"25-34","Female","University degree","USA","White",44,31,44,"Used","Used","Never Used","Never Used",58,54
"18-24","Male","Some college or university, no certificate or degree","USA","White",39,26,56,"Used","Used","Used","Never Used",51,47
"25-34","Female","Some college or university, no certificate or degree","Other","White",45,33,37,"Used","Used","Used","Never Used",43,54
"35-44","Female","Professional certificate/ diploma","UK","White",28,43,42,"Used","Never Used","Never Used","Never Used",47,38
"25-34","Male","University degree","USA","White",31,46,42,"Used","Used","Used","Used",46,46
"55-64","Male","Some college or university, no certificate or degree","USA","White",33,30,48,"Used","Used","Used","Used",34,45
"25-34","Female","Masters degree","USA","White",45,44,36,"Used","Used","Used","Used",35,43
"18-24","Female","Left school at 18 years","Republic","White",44,37,34,"Never Used","Used","Used","Used",46,49
"18-24","Male","Some college or university, no certificate or degree","USA","White",27,43,45,"Used","Used","Used","Never Used",46,49
"18-24","Female","University degree","USA","White",44,32,49,"Used","Used","Used","Used",45,55
"45-54","Female","Left school at 16 years","UK","White",46,35,35,"Used","Used","Used","Used",41,34
"18-24","Female","University degree","USA","White",35,42,47,"Used","Used","Used","Never Used",26,46
"45-54","Male","Some college or university, no certificate or degree","USA","White",33,40,40,"Used","Used","Used","Used",45,48
"18-24","Female","University degree","USA","White",49,35,34,"Used","Used","Used","Used",34,31
"18-24","Male","Left school at 18 years","Canada","White",23,36,50,"Used","Used","Used","Never Used",32,35
"25-34","Female","Left school at 17 years","UK","White",32,43,50,"Used","Used","Used","Never Used",46,51
"25-34","Female","Some college or university, no certificate or degree","UK","Mixed-White/Black",48,34,35,"Used","Never Used","Never Used","Never Used",36,40
"18-24","Male","Some college or university, no certificate or degree","USA","Black",46,32,32,"Used","Used","Used","Never Used",42,43
"25-34","Female","Masters degree","UK","White",34,36,44,"Used","Used","Used","Never Used",46,43
"18-24","Male","Some college or university, no certificate or degree","USA","White",29,59,36,"Used","Used","Used","Never Used",43,57
"18-24","Male","University degree","USA","White",41,33,37,"Used","Used","Never Used","Never Used",48,47
"45-54","Female","University degree","Other","White",32,32,46,"Used","Used","Never Used","Never Used",39,45
"18-24","Male","Some college or university, no certificate or degree","USA","White",36,39,30,"Used","Used","Used","Never Used",36,59
"18-24","Male","Left school at 17 years","USA","White",37,42,39,"Used","Used","Used","Used",35,49
"35-44","Female","Doctorate degree","USA","White",33,39,55,"Used","Used","Used","Used",44,51
"18-24","Male","University degree","USA","White",42,29,57,"Used","Used","Used","Used",39,57
"18-24","Male","Some college or university, no certificate or degree","USA","White",31,39,38,"Used","Used","Used","Used",54,50
"18-24","Female","Some college or university, no certificate or degree","USA","White",44,27,36,"Never Used","Used","Used","Never Used",44,60
"25-34","Male","University degree","Other","White",36,44,47,"Used","Used","Used","Used",40,53
"35-44","Female","Left school at 16 years","UK","White",43,36,27,"Used","Used","Used","Never Used",38,31
"18-24","Male","Some college or university, no certificate or degree","USA","White",39,39,30,"Used","Used","Used","Never Used",45,57
"18-24","Male","University degree","USA","White",50,29,36,"Used","Used","Used","Used",29,46
"55-64","Male","Masters degree","UK","White",30,51,52,"Used","Never Used","Used","Never Used",36,32
"45-54","Male","Some college or university, no certificate or degree","USA","White",56,31,20,"Used","Used","Never Used","Used",26,46
"25-34","Male","Doctorate degree","USA","White",41,50,53,"Used","Used","Used","Used",51,60
